Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","12/11/2021 09:33 UTC"
"Last updated:","10 November 2021"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=S7uCAi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:,"2021,2021"
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2021,Cameroon,CMR,Ghana,GHA,263,174,0,,0,0
2021,Cameroon,CMR,Greece,GRC,820,747,0,,0,0
2021,Cameroon,CMR,Guinea,GIN,5,0,0,,0,0
2021,Cameroon,CMR,Guyana,GUY,0,5,0,,0,0
2021,Cameroon,CMR,"China, Hong Kong SAR",HKG,5,0,0,,0,0
2021,Cameroon,CMR,Croatia,HRV,5,0,0,,0,0
2021,Cameroon,CMR,Hungary,HUN,41,0,0,,0,0
2021,Cameroon,CMR,Iceland,ISL,5,0,0,,0,0
2021,Cameroon,CMR,"Cote d'Ivoire",CIV,0,21,0,,0,0
2021,Cameroon,CMR,India,IND,0,185,0,,0,0
2021,Cameroon,CMR,Indonesia,IDN,0,18,0,,0,0
2021,Cameroon,CMR,Ireland,IRL,103,31,0,,0,0
2021,Cameroon,CMR,Israel,ISR,0,43,0,,0,0
2021,Cameroon,CMR,Italy,ITA,1602,502,0,,0,0
2021,Cameroon,CMR,Japan,JPN,17,0,0,,0,0
2021,Cameroon,CMR,Kenya,KEN,0,54,0,,0,0
2021,Cameroon,CMR,"Rep. of Korea",KOR,22,175,0,,0,0
2021,Cameroon,CMR,Liberia,LBR,5,0,0,,0,0
2021,Cameroon,CMR,Lebanon,LBN,0,33,0,,0,0
2021,Cameroon,CMR,Lesotho,LSO,0,5,0,,0,0
2021,Cameroon,CMR,Lithuania,LTU,6,0,0,,0,0
2021,Cameroon,CMR,Luxembourg,LUX,17,40,0,,0,0
2021,Cameroon,CMR,Mauritania,MRT,19,125,0,,0,0
2021,Cameroon,CMR,Mexico,MEX,27,409,0,,0,0
2021,Cameroon,CMR,Mali,MLI,5,9,0,,0,0
2021,Cameroon,CMR,Malaysia,MYS,8,17,0,,0,0
2021,Cameroon,CMR,Morocco,MAR,165,968,0,,0,0
2021,Cameroon,CMR,Mozambique,MOZ,0,5,0,,0,0
2021,Cameroon,CMR,Malta,MLT,10,56,0,,0,0
2021,Cameroon,CMR,Namibia,NAM,24,15,0,,0,0
2021,Cameroon,CMR,Netherlands,NLD,71,24,0,,0,0
2021,Cameroon,CMR,Niger,NER,31,193,0,,0,0
2021,Cameroon,CMR,Nigeria,NGA,67458,524,0,,0,0
2021,Cameroon,CMR,Norway,NOR,15,7,0,,0,0
2021,Cameroon,CMR,Panama,PAN,9,5,0,,0,0
2021,Cameroon,CMR,Paraguay,PRY,0,5,0,,0,0
2021,Cameroon,CMR,Peru,PER,20,0,0,,0,0
2021,Cameroon,CMR,Philippines,PHL,34,58,0,,0,0
2021,Cameroon,CMR,Portugal,PRT,13,9,0,,0,0
2021,Cameroon,CMR,Romania,ROU,24,8,0,,0,0
2021,Cameroon,CMR,"South Africa",ZAF,326,1814,0,,0,0
2021,Cameroon,CMR,"Russian Federation",RUS,5,5,0,,0,0
2021,Cameroon,CMR,Rwanda,RWA,0,7,0,,0,0
2021,Cameroon,CMR,Senegal,SEN,0,27,0,,0,0
2021,Cameroon,CMR,Somalia,SOM,5,0,0,,0,0
2021,Cameroon,CMR,Spain,ESP,118,780,0,,0,0
2021,Cameroon,CMR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,5,0,,0,0
2021,Cameroon,CMR,"South Sudan",SSD,0,5,0,,0,0
2021,Cameroon,CMR,Sudan,SDN,7,0,0,,0,0
2021,Cameroon,CMR,Slovakia,SVK,9,5,0,,0,0
2021,Cameroon,CMR,Slovenia,SVN,5,0,0,,0,0
2021,Cameroon,CMR,Eswatini,SWZ,0,11,0,,0,0
2021,Cameroon,CMR,Sweden,SWE,222,155,0,,0,0
2021,Cameroon,CMR,Switzerland,CHE,209,42,0,,0,0
2021,Cameroon,CMR,Thailand,THA,51,10,0,,0,0
2021,Cameroon,CMR,Togo,TGO,7,11,0,,0,0
2021,Cameroon,CMR,"Trinidad and Tobago",TTO,0,9,0,,0,0
2021,Cameroon,CMR,Tunisia,TUN,29,395,0,,0,0
2021,Cameroon,CMR,Uganda,UGA,5,8,0,,0,0
2021,Cameroon,CMR,Ukraine,UKR,5,36,0,,0,0
2021,Cameroon,CMR,Uruguay,URY,12,5,0,,0,0
2021,Cameroon,CMR,"United States of America",USA,5137,5564,0,,0,0
2021,Cameroon,CMR,Yemen,YEM,0,5,0,,0,0
2021,Cameroon,CMR,Zambia,ZMB,11,39,0,,0,0
2021,Cameroon,CMR,Zimbabwe,ZWE,0,7,0,,0,0
2021,Congo,COG,Algeria,DZA,0,5,0,,0,0
2021,Congo,COG,Angola,AGO,65,58,0,,0,0
2021,Congo,COG,Egypt,EGY,14,25,0,,0,0
2021,Congo,COG,Armenia,ARM,5,0,0,,0,0
2021,Congo,COG,Australia,AUS,16,59,0,,0,0
2021,Congo,COG,Austria,AUT,90,8,0,,0,0
2021,Congo,COG,Belgium,BEL,24,113,0,,0,0
2021,Congo,COG,Benin,BEN,0,11,0,,0,0
2021,Congo,COG,"Burkina Faso",BFA,26,0,0,,0,0
2021,Congo,COG,Brazil,BRA,20,103,0,,0,0
2021,Congo,COG,"Bosnia and Herzegovina",BIH,0,0,0,,0,5
2021,Congo,COG,Bulgaria,BGR,9,0,0,,0,0
2021,Congo,COG,Canada,CAN,308,227,0,,0,0
2021,Congo,COG,"Central African Rep.",CAF,16,8,0,,0,0
2021,Congo,COG,Chad,TCD,11,0,0,,0,0
2021,Congo,COG,Chile,CHL,8,5,0,,0,0
2021,Congo,COG,Cameroon,CMR,39,9,0,,0,0
2021,Congo,COG,Congo,COG,0,0,134430,,0,44
2021,Congo,COG,"Dem. Rep. of the Congo",COD,645,25,0,,0,0
2021,Congo,COG,"Costa Rica",CRI,0,57,0,,0,0
2021,Congo,COG,Cyprus,CYP,10,130,0,,0,0
2021,Congo,COG,Ecuador,ECU,5,0,0,,0,0
2021,Congo,COG,Finland,FIN,6,0,0,,0,0
2021,Congo,COG,France,FRA,3856,944,0,,0,0
2021,Congo,COG,Gabon,GAB,67,0,0,,0,0
2021,Congo,COG,Gambia,GMB,6,5,0,,0,0
2021,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,95,53,0,,0,0
2021,Congo,COG,Germany,DEU,277,60,0,,0,0
2021,Congo,COG,Ghana,GHA,7,5,0,,0,0
2021,Congo,COG,Greece,GRC,159,73,0,,0,0
2021,Congo,COG,Guinea,GIN,5,0,0,,0,0
2021,Congo,COG,Croatia,HRV,5,0,0,,0,0
2021,Congo,COG,Hungary,HUN,13,0,0,,0,0
2021,Congo,COG,"Cote d'Ivoire",CIV,86,10,0,,0,0
2021,Congo,COG,India,IND,8,46,0,,0,0
2021,Congo,COG,Ireland,IRL,14,5,0,,0,0
2021,Congo,COG,Israel,ISR,0,25,0,,0,0
2021,Congo,COG,Italy,ITA,318,26,0,,0,0
2021,Congo,COG,Kenya,KEN,92,83,0,,0,0
2021,Congo,COG,"Rep. of Korea",KOR,0,9,0,,0,0
2021,Congo,COG,Libya,LBY,0,5,0,,0,0
2021,Congo,COG,Madagascar,MDG,0,5,0,,0,0
2021,Congo,COG,Mauritania,MRT,8,14,0,,0,0
2021,Congo,COG,"North Macedonia",MKD,5,0,0,,0,0
2021,Congo,COG,Mexico,MEX,23,91,0,,0,0
2021,Congo,COG,Mali,MLI,31,5,0,,0,0
2021,Congo,COG,Morocco,MAR,18,43,0,,0,0
2021,Congo,COG,Mozambique,MOZ,16,36,0,,0,0
2021,Congo,COG,Namibia,NAM,5,11,0,,0,0
2021,Congo,COG,Netherlands,NLD,265,19,0,,0,0
2021,Congo,COG,Niger,NER,5,0,0,,0,0
2021,Congo,COG,Nigeria,NGA,5,0,0,,0,0
2021,Congo,COG,Norway,NOR,5,0,0,,0,0
2021,Congo,COG,Peru,PER,0,9,0,,0,0
2021,Congo,COG,Philippines,PHL,5,7,0,,0,0
2021,Congo,COG,Poland,POL,6,0,0,,0,0
2021,Congo,COG,Portugal,PRT,12,0,0,,0,0
2021,Congo,COG,Romania,ROU,5,0,0,,0,0
2021,Congo,COG,"South Africa",ZAF,4463,7878,0,,0,0
2021,Congo,COG,"Russian Federation",RUS,5,0,0,,0,0
2021,Congo,COG,Senegal,SEN,0,97,0,,0,0
2021,Congo,COG,Spain,ESP,64,25,0,,0,0
2021,Congo,COG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,5,0,,0,0
2021,Congo,COG,Sudan,SDN,15,0,0,,0,0
2021,Congo,COG,Eswatini,SWZ,25,121,0,,0,0
2021,Congo,COG,Sweden,SWE,33,19,0,,0,0
2021,Congo,COG,Switzerland,CHE,50,5,0,,0,0
2021,Congo,COG,Togo,TGO,31,33,0,,0,0
2021,Congo,COG,Tunisia,TUN,0,12,0,,0,0
2021,Congo,COG,Uganda,UGA,22,0,0,,0,0
2021,Congo,COG,Ukraine,UKR,26,12,0,,0,0
2021,Congo,COG,Uruguay,URY,5,0,0,,0,0
2021,Congo,COG,"United States of America",USA,1076,2578,0,,0,0
2021,Congo,COG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2021,Congo,COG,Yemen,YEM,0,6,0,,0,0
2021,Congo,COG,Zambia,ZMB,16,0,0,,0,0
2021,Congo,COG,Zimbabwe,ZWE,20,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Algeria,DZA,68,120,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Angola,AGO,23048,500,0,,0,14
2021,"Dem. Rep. of the Congo",COD,Egypt,EGY,47,28,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Argentina,ARG,26,28,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Australia,AUS,64,18,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Austria,AUT,337,60,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Burundi,BDI,76304,4554,0,,0,241
2021,"Dem. Rep. of the Congo",COD,Belgium,BEL,1509,654,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Benin,BEN,12,59,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Burkina Faso",BFA,30,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Belarus,BLR,0,10,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Botswana,BWA,199,61,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Brazil,BRA,1682,2667,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Bulgaria,BGR,0,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Canada,CAN,1316,2121,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Central African Rep.",CAF,5556,218,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Chad,TCD,243,25,0,,0,0
2021,"Dem. Rep. of the Congo",COD,China,CHN,10,18,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Chile,CHL,5,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Cameroon,CMR,460,102,0,,0,6
2021,"Dem. Rep. of the Congo",COD,Congo,COG,12113,9966,0,,0,1592
2021,"Dem. Rep. of the Congo",COD,"Dem. Rep. of the Congo",COD,0,0,5094035,,0,0
2021,"Dem. Rep. of the Congo",COD,"Costa Rica",CRI,12,54,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Cyprus,CYP,26,1353,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Czechia,CZE,6,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Denmark,DNK,68,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Djibouti,DJI,5,12,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Ecuador,ECU,8,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Ethiopia,ETH,746,293,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Finland,FIN,105,31,0,,0,0
2021,"Dem. Rep. of the Congo",COD,France,FRA,19007,3375,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Gabon,GAB,74,24,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Gambia,GMB,60,6,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,973,196,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Georgia,GEO,5,7,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Germany,DEU,1469,576,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Ghana,GHA,59,18,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Greece,GRC,1733,3420,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Guinea,GIN,42,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"China, Hong Kong SAR",HKG,9,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Croatia,HRV,6,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Hungary,HUN,24,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Iceland,ISL,5,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Cote d'Ivoire",CIV,132,22,0,,0,0
2021,"Dem. Rep. of the Congo",COD,India,IND,48,95,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Indonesia,IDN,10,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Ireland,IRL,459,164,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Israel,ISR,0,206,0,,0,218
2021,"Dem. Rep. of the Congo",COD,Italy,ITA,705,24,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Japan,JPN,23,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Kenya,KEN,30149,16482,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Rep. of Korea",KOR,62,26,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Liberia,LBR,23,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Libya,LBY,0,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Lebanon,LBN,0,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Lesotho,LSO,204,139,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Luxembourg,LUX,43,10,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Madagascar,MDG,10,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Mauritania,MRT,31,31,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Mexico,MEX,73,389,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Mali,MLI,278,59,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Malaysia,MYS,5,12,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Malawi,MWI,10849,20558,0,,0,5
2021,"Dem. Rep. of the Congo",COD,Morocco,MAR,191,163,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Mozambique,MOZ,2970,7410,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Malta,MLT,5,10,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Mauritius,MUS,10,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Namibia,NAM,3016,2015,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Netherlands,NLD,95,7,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Niger,NER,48,31,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Nigeria,NGA,655,105,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Norway,NOR,386,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"New Zealand",NZL,5,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Panama,PAN,5,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Peru,PER,8,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Philippines,PHL,10,16,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Portugal,PRT,55,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Romania,ROU,15,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"South Africa",ZAF,22816,34779,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Russian Federation",RUS,11,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Rwanda,RWA,74616,143,0,,0,3069
2021,"Dem. Rep. of the Congo",COD,Senegal,SEN,12,196,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Spain,ESP,81,90,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,7,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"South Sudan",SSD,17121,18,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Sudan,SDN,412,355,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Slovakia,SVK,15,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Slovenia,SVN,6,0,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Eswatini,SWZ,404,318,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Sweden,SWE,845,83,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Switzerland,CHE,1241,76,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"United Rep. of Tanzania",TZA,51092,18347,0,,0,9240
2021,"Dem. Rep. of the Congo",COD,Thailand,THA,20,5,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Togo,TGO,112,86,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Tunisia,TUN,0,113,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Uganda,UGA,429528,3621,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Ukraine,UKR,26,39,0,,0,0
2021,"Dem. Rep. of the Congo",COD,"United States of America",USA,1446,2419,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Zambia,ZMB,58700,2870,0,,0,0
2021,"Dem. Rep. of the Congo",COD,Zimbabwe,ZWE,7957,3375,0,,0,651
2021,Comoros,COM,Canada,CAN,5,0,0,,0,0
2021,Comoros,COM,Cyprus,CYP,0,8,0,,0,0
2021,Comoros,COM,France,FRA,776,1930,0,,0,0
2021,Comoros,COM,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,0,,0,0
2021,Comoros,COM,Germany,DEU,0,13,0,,0,0
2021,Comoros,COM,Greece,GRC,7,16,0,,0,0
2021,Comoros,COM,Italy,ITA,0,6,0,,0,0
2021,Comoros,COM,Jordan,JOR,0,5,0,,0,0
2021,Comoros,COM,Madagascar,MDG,5,0,0,,0,0
2021,Comoros,COM,Mozambique,MOZ,0,509,0,,0,0
2021,Comoros,COM,Romania,ROU,5,0,0,,0,0
2021,Comoros,COM,"South Africa",ZAF,0,14,0,,0,0
2021,Comoros,COM,Sweden,SWE,5,0,0,,0,0
2021,Comoros,COM,Tunisia,TUN,0,7,0,,0,0
2021,Comoros,COM,"United States of America",USA,5,10,0,,0,0
2021,Colombia,COL,Aruba,ABW,0,0,0,,0,29
2021,Colombia,COL,Argentina,ARG,562,229,0,,0,0
2021,Colombia,COL,Australia,AUS,96,346,0,,0,0
2021,Colombia,COL,Austria,AUT,0,10,0,,0,0
2021,Colombia,COL,Belgium,BEL,136,149,0,,0,0
2021,Colombia,COL,Bahamas,BHS,5,0,0,,0,0
2021,Colombia,COL,"Bolivia (Plurinational State of)",BOL,201,5,0,,0,0
2021,Colombia,COL,Brazil,BRA,1298,2023,0,,0,0
2021,Colombia,COL,Canada,CAN,5244,4316,0,,0,0
2021,Colombia,COL,Chile,CHL,1232,2212,0,,0,0
2021,Colombia,COL,Colombia,COL,0,0,8143758,,0,1287450
2021,Colombia,COL,"Costa Rica",CRI,2324,1225,0,,0,0
2021,Colombia,COL,"Curacao ",CUW,44,33,0,,0,0
2021,Colombia,COL,Denmark,DNK,5,6,0,,0,0
2021,Colombia,COL,"Dominican Rep.",DOM,0,5,0,,0,0
2021,Colombia,COL,Ecuador,ECU,53707,2428,0,,0,0
2021,Colombia,COL,Finland,FIN,0,15,0,,0,0
2021,Colombia,COL,France,FRA,725,313,0,,0,0
2021,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,20,54,0,,0,0
2021,Colombia,COL,Germany,DEU,73,778,0,,0,0
2021,Colombia,COL,Greece,GRC,0,5,0,,0,0
2021,Colombia,COL,Guatemala,GTM,10,13,0,,0,0
2021,Colombia,COL,Iceland,ISL,0,5,0,,0,0
2021,Colombia,COL,Israel,ISR,0,243,0,,0,0
2021,Colombia,COL,Italy,ITA,793,385,0,,0,0
2021,Colombia,COL,"Rep. of Korea",KOR,0,5,0,,0,0
2021,Colombia,COL,Luxembourg,LUX,0,15,0,,0,0
2021,Colombia,COL,Mexico,MEX,473,1317,0,,0,335
2021,Colombia,COL,Malta,MLT,0,28,0,,0,0
2021,Colombia,COL,Netherlands,NLD,89,79,0,,0,0
2021,Colombia,COL,Nicaragua,NIC,6,0,0,,0,0
2021,Colombia,COL,Norway,NOR,10,5,0,,0,0
2021,Colombia,COL,"New Zealand",NZL,31,12,0,,0,0
2021,Colombia,COL,Panama,PAN,1683,1062,0,,0,0
2021,Colombia,COL,Paraguay,PRY,17,122,0,,0,0
2021,Colombia,COL,Peru,PER,707,1645,0,,0,0
2021,Colombia,COL,Portugal,PRT,33,0,0,,0,0
2021,Colombia,COL,"El Salvador",SLV,5,9,0,,0,0
2021,Colombia,COL,Spain,ESP,1719,15965,0,,0,0
2021,Colombia,COL,Suriname,SUR,0,5,0,,0,0
2021,Colombia,COL,Sweden,SWE,40,54,0,,0,0
2021,Colombia,COL,Switzerland,CHE,282,49,0,,0,0
2021,Colombia,COL,"Trinidad and Tobago",TTO,12,61,0,,0,0
2021,Colombia,COL,Uruguay,URY,162,60,0,,0,0
2021,Colombia,COL,"United States of America",USA,2582,31791,0,,0,0
2021,Colombia,COL,"Venezuela (Bolivarian Republic of)",VEN,67980,520,0,,0,0
2021,"Costa Rica",CRI,Argentina,ARG,5,0,0,,0,0
2021,"Costa Rica",CRI,Brazil,BRA,0,18,0,,0,0
2021,"Costa Rica",CRI,Canada,CAN,9,48,0,,0,0
2021,"Costa Rica",CRI,Chile,CHL,5,0,0,,0,0
2021,"Costa Rica",CRI,France,FRA,5,0,0,,0,0
2021,"Costa Rica",CRI,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,,0,0
2021,"Costa Rica",CRI,Mexico,MEX,23,102,0,,0,0
2021,"Costa Rica",CRI,Peru,PER,0,5,0,,0,0
2021,"Costa Rica",CRI,Spain,ESP,5,70,0,,0,0
2021,"Costa Rica",CRI,"United States of America",USA,176,676,0,,0,0
2021,Cuba,CUB,Argentina,ARG,262,790,0,,0,0
2021,Cuba,CUB,Armenia,ARM,0,22,0,,0,0
2021,Cuba,CUB,Austria,AUT,16,0,0,,0,0
2021,Cuba,CUB,Belgium,BEL,11,12,0,,0,0
2021,Cuba,CUB,Bahamas,BHS,5,0,0,,0,0
2021,Cuba,CUB,"Bolivia (Plurinational State of)",BOL,48,0,0,,0,0
2021,Cuba,CUB,Brazil,BRA,584,15398,0,,0,0
2021,Cuba,CUB,"Bosnia and Herzegovina",BIH,0,0,0,,0,5
2021,Cuba,CUB,Belize,BLZ,0,5,0,,0,0
2021,Cuba,CUB,Canada,CAN,484,324,0,,0,0
2021,Cuba,CUB,"Cayman Islands",CYM,43,30,0,,0,0
2021,Cuba,CUB,Chile,CHL,19,1197,0,,0,0
2021,Cuba,CUB,Colombia,COL,77,147,0,,0,0
2021,Cuba,CUB,"Costa Rica",CRI,447,2886,0,,0,0
2021,Cuba,CUB,Czechia,CZE,45,7,0,,0,0
2021,Cuba,CUB,"Dominican Rep.",DOM,0,51,0,,0,0
2021,Cuba,CUB,Ecuador,ECU,214,47,0,,0,0
2021,Cuba,CUB,Ethiopia,ETH,5,0,0,,0,0
2021,Cuba,CUB,Finland,FIN,5,26,0,,0,0
2021,Cuba,CUB,France,FRA,258,195,0,,0,0
2021,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,11,16,0,,0,0
2021,Cuba,CUB,Germany,DEU,73,36,0,,0,0
2021,Cuba,CUB,Greece,GRC,0,30,0,,0,0
2021,Cuba,CUB,Guatemala,GTM,8,24,0,,0,0
2021,Cuba,CUB,Guyana,GUY,18,96,0,,0,0
2021,Cuba,CUB,Honduras,HND,0,6,0,,0,1227
2021,Cuba,CUB,Hungary,HUN,76,0,0,,0,0
2021,Cuba,CUB,Ireland,IRL,5,0,0,,0,0
2021,Cuba,CUB,Italy,ITA,20,100,0,,0,0
2021,Cuba,CUB,Lithuania,LTU,5,0,0,,0,0
2021,Cuba,CUB,Mexico,MEX,2936,10204,0,,0,4613
2021,Cuba,CUB,Montenegro,MNE,0,21,0,,0,0
2021,Cuba,CUB,Netherlands,NLD,41,20,0,,0,0
2021,Cuba,CUB,Nicaragua,NIC,14,0,0,,0,5
2021,Cuba,CUB,Panama,PAN,120,1554,0,,0,0
2021,Cuba,CUB,Paraguay,PRY,866,40,0,,0,0
2021,Cuba,CUB,Peru,PER,508,2749,0,,0,0
2021,Cuba,CUB,Poland,POL,7,0,0,,0,0
2021,Cuba,CUB,Portugal,PRT,5,0,0,,0,0
2021,Cuba,CUB,Romania,ROU,8,0,0,,0,0
2021,Cuba,CUB,"Russian Federation",RUS,5,9,0,,0,0
2021,Cuba,CUB,"El Salvador",SLV,0,7,0,,0,0
2021,Cuba,CUB,Spain,ESP,401,2675,0,,0,0
2021,Cuba,CUB,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,7,0,0,,0,0
2021,Cuba,CUB,Suriname,SUR,7,1717,0,,0,0
2021,Cuba,CUB,Slovakia,SVK,32,0,0,,0,0
2021,Cuba,CUB,Sweden,SWE,27,26,0,,0,0
2021,Cuba,CUB,Switzerland,CHE,40,5,0,,0,0
2021,Cuba,CUB,"Trinidad and Tobago",TTO,180,2336,0,,0,0
2021,Cuba,CUB,Uruguay,URY,26,10088,0,,0,0
2021,Cuba,CUB,"United States of America",USA,2621,9865,0,,0,0
2021,"Curacao ",CUW,"United States of America",USA,35,0,0,,0,0
2021,"Cabo Verde",CPV,Argentina,ARG,0,5,0,,0,0
2021,"Cabo Verde",CPV,Brazil,BRA,0,210,0,,0,0
2021,"Cabo Verde",CPV,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,0,,0,0
2021,"Cabo Verde",CPV,Germany,DEU,0,5,0,,0,0
2021,"Cabo Verde",CPV,Italy,ITA,0,5,0,,0,0
2021,"Cabo Verde",CPV,"United States of America",USA,0,40,0,,0,0
2021,Cyprus,CYP,Brazil,BRA,0,5,0,,0,0
2021,Cyprus,CYP,"United Kingdom of Great Britain and Northern Ireland",GBR,0,6,0,,0,0
2021,Cyprus,CYP,"United States of America",USA,0,7,0,,0,0
2021,Czechia,CZE,Argentina,ARG,0,5,0,,0,0
2021,Czechia,CZE,Australia,AUS,0,5,0,,0,0
2021,Czechia,CZE,Belgium,BEL,5,0,0,,0,0
2021,Czechia,CZE,Brazil,BRA,0,6,0,,0,0
2021,Czechia,CZE,Canada,CAN,327,108,0,,0,0
2021,Czechia,CZE,France,FRA,24,0,0,,0,0
2021,Czechia,CZE,Germany,DEU,693,5,0,,0,0
2021,Czechia,CZE,"New Zealand",NZL,15,0,0,,0,0
2021,Czechia,CZE,Switzerland,CHE,5,0,0,,0,0
