Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","12/11/2021 09:33 UTC"
"Last updated:","10 November 2021"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=S7uCAi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:,"2021,2021"
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2021,"Rep. of Korea",KOR,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,0,,0,0
2021,"Rep. of Korea",KOR,Germany,DEU,26,13,0,,0,0
2021,"Rep. of Korea",KOR,Mexico,MEX,0,5,0,,0,0
2021,"Rep. of Korea",KOR,"Russian Federation",RUS,5,0,0,,0,0
2021,"Rep. of Korea",KOR,Sweden,SWE,7,7,0,,0,0
2021,"Rep. of Korea",KOR,"United States of America",USA,24,273,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Australia,AUS,5,9,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Belgium,BEL,29,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Canada,CAN,312,27,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Denmark,DNK,5,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,62,24,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Germany,DEU,89,8,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Ireland,IRL,8,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Israel,ISR,5,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Luxembourg,LUX,11,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,Netherlands,NLD,31,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,"Russian Federation",RUS,52,0,0,,0,0
2021,"Dem. People's Rep. of Korea",PRK,"United States of America",USA,6,37,0,,0,0
2021,Kuwait,KWT,Australia,AUS,35,0,0,,0,0
2021,Kuwait,KWT,Austria,AUT,10,8,0,,0,0
2021,Kuwait,KWT,Belgium,BEL,5,0,0,,0,0
2021,Kuwait,KWT,Brazil,BRA,0,7,0,,0,0
2021,Kuwait,KWT,Canada,CAN,72,25,0,,0,0
2021,Kuwait,KWT,France,FRA,291,237,0,,0,0
2021,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,695,526,0,,0,0
2021,Kuwait,KWT,Germany,DEU,42,37,0,,0,0
2021,Kuwait,KWT,Greece,GRC,135,44,0,,0,0
2021,Kuwait,KWT,Indonesia,IDN,9,0,0,,0,0
2021,Kuwait,KWT,Ireland,IRL,52,18,0,,0,0
2021,Kuwait,KWT,"Iran (Islamic Rep. of)",IRN,8,0,0,,0,0
2021,Kuwait,KWT,Iraq,IRQ,0,297,0,,0,0
2021,Kuwait,KWT,Jordan,JOR,0,0,0,,0,5
2021,Kuwait,KWT,Lebanon,LBN,9,0,0,,0,0
2021,Kuwait,KWT,Netherlands,NLD,5,0,0,,0,0
2021,Kuwait,KWT,Nauru,NRU,5,0,0,,0,0
2021,Kuwait,KWT,"New Zealand",NZL,5,0,0,,0,0
2021,Kuwait,KWT,Romania,ROU,0,7,0,,0,0
2021,Kuwait,KWT,Spain,ESP,0,5,0,,0,0
2021,Kuwait,KWT,Sudan,SDN,0,0,0,,0,5
2021,Kuwait,KWT,Sweden,SWE,33,0,0,,0,0
2021,Kuwait,KWT,"United Arab Emirates",ARE,5,0,0,,0,0
2021,Kuwait,KWT,"United States of America",USA,140,300,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Australia,AUS,5,280,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Belgium,BEL,9,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Canada,CAN,5,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,France,FRA,6371,5,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,"United Kingdom of Great Britain and Northern Ireland",GBR,5,5,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Germany,DEU,41,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Poland,POL,5,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Switzerland,CHE,110,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,Thailand,THA,8,0,0,,0,0
2021,"Lao People's Dem. Rep.",LAO,"United States of America",USA,63,189,0,,0,0
2021,Liberia,LBR,Algeria,DZA,0,56,0,,0,0
2021,Liberia,LBR,Angola,AGO,164,478,0,,0,0
2021,Liberia,LBR,Egypt,EGY,0,6,0,,0,0
2021,Liberia,LBR,Argentina,ARG,42,0,0,,0,0
2021,Liberia,LBR,Australia,AUS,44,19,0,,0,0
2021,Liberia,LBR,Austria,AUT,10,5,0,,0,0
2021,Liberia,LBR,Belgium,BEL,13,25,0,,0,0
2021,Liberia,LBR,Benin,BEN,0,5,0,,0,0
2021,Liberia,LBR,Brazil,BRA,259,34,0,,0,0
2021,Liberia,LBR,Canada,CAN,52,157,0,,0,0
2021,Liberia,LBR,"Central African Rep.",CAF,5,0,0,,0,0
2021,Liberia,LBR,China,CHN,0,5,0,,0,0
2021,Liberia,LBR,Cameroon,CMR,9,5,0,,0,0
2021,Liberia,LBR,"Dem. Rep. of the Congo",COD,5,10,0,,0,0
2021,Liberia,LBR,Cyprus,CYP,0,26,0,,0,0
2021,Liberia,LBR,Ecuador,ECU,6,0,0,,0,0
2021,Liberia,LBR,Finland,FIN,5,0,0,,0,0
2021,Liberia,LBR,France,FRA,258,19,0,,0,0
2021,Liberia,LBR,Gambia,GMB,15,0,0,,0,0
2021,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,29,29,0,,0,0
2021,Liberia,LBR,Germany,DEU,128,324,0,,0,0
2021,Liberia,LBR,Ghana,GHA,681,0,0,,0,0
2021,Liberia,LBR,Guinea-Bissau,GNB,7,0,0,,0,0
2021,Liberia,LBR,Greece,GRC,5,0,0,,0,0
2021,Liberia,LBR,Guinea,GIN,297,89,0,,0,0
2021,Liberia,LBR,"Cote d'Ivoire",CIV,991,21,0,,0,19
2021,Liberia,LBR,India,IND,0,5,0,,0,0
2021,Liberia,LBR,Ireland,IRL,13,0,0,,0,0
2021,Liberia,LBR,Italy,ITA,329,39,0,,0,0
2021,Liberia,LBR,"Rep. of Korea",KOR,12,174,0,,0,0
2021,Liberia,LBR,Mauritania,MRT,7,18,0,,0,0
2021,Liberia,LBR,Mexico,MEX,0,5,0,,0,0
2021,Liberia,LBR,Mali,MLI,9,0,0,,0,0
2021,Liberia,LBR,Malaysia,MYS,20,14,0,,0,0
2021,Liberia,LBR,Morocco,MAR,7,53,0,,0,0
2021,Liberia,LBR,Malta,MLT,6,0,0,,0,0
2021,Liberia,LBR,Netherlands,NLD,36,5,0,,0,0
2021,Liberia,LBR,Niger,NER,0,8,0,,0,0
2021,Liberia,LBR,Nigeria,NGA,10,5,0,,0,0
2021,Liberia,LBR,Norway,NOR,5,0,0,,0,0
2021,Liberia,LBR,Panama,PAN,5,0,0,,0,0
2021,Liberia,LBR,Philippines,PHL,5,5,0,,0,0
2021,Liberia,LBR,"South Africa",ZAF,47,55,0,,0,0
2021,Liberia,LBR,"Saudi Arabia",SAU,9,0,0,,0,0
2021,Liberia,LBR,Senegal,SEN,7,66,0,,0,0
2021,Liberia,LBR,"Sierra Leone",SLE,332,0,0,,0,0
2021,Liberia,LBR,Spain,ESP,7,45,0,,0,0
2021,Liberia,LBR,Slovakia,SVK,5,0,0,,0,0
2021,Liberia,LBR,Sweden,SWE,11,5,0,,0,0
2021,Liberia,LBR,Switzerland,CHE,31,0,0,,0,0
2021,Liberia,LBR,Togo,TGO,0,6,0,,0,0
2021,Liberia,LBR,Tunisia,TUN,0,63,0,,0,0
2021,Liberia,LBR,"United States of America",USA,1215,1270,0,,0,0
2021,Liberia,LBR,"Venezuela (Bolivarian Republic of)",VEN,9,0,0,,0,0
2021,Liberia,LBR,Zambia,ZMB,8,0,0,,0,0
2021,Libya,LBY,Albania,ALB,0,0,0,,0,10
2021,Libya,LBY,Algeria,DZA,21,9,0,,0,0
2021,Libya,LBY,Egypt,EGY,5,0,0,,0,0
2021,Libya,LBY,Argentina,ARG,5,5,0,,0,0
2021,Libya,LBY,Australia,AUS,1246,79,0,,0,0
2021,Libya,LBY,Austria,AUT,140,55,0,,0,0
2021,Libya,LBY,Azerbaijan,AZE,5,0,0,,0,0
2021,Libya,LBY,Belgium,BEL,74,103,0,,0,0
2021,Libya,LBY,Belarus,BLR,7,0,0,,0,0
2021,Libya,LBY,Brazil,BRA,6,60,0,,0,0
2021,Libya,LBY,"Bosnia and Herzegovina",BIH,0,0,0,,0,18
2021,Libya,LBY,Canada,CAN,1862,200,0,,0,0
2021,Libya,LBY,Chad,TCD,24,20,0,,0,0
2021,Libya,LBY,Cyprus,CYP,12,5,0,,0,0
2021,Libya,LBY,Czechia,CZE,24,5,0,,0,0
2021,Libya,LBY,Denmark,DNK,5,5,0,,0,0
2021,Libya,LBY,Finland,FIN,33,10,0,,0,0
2021,Libya,LBY,France,FRA,1522,340,0,,0,0
2021,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,4515,773,0,,0,0
2021,Libya,LBY,Germany,DEU,2703,869,0,,0,0
2021,Libya,LBY,Ghana,GHA,7,6,0,,0,0
2021,Libya,LBY,Greece,GRC,64,36,0,,0,0
2021,Libya,LBY,Croatia,HRV,5,0,0,,0,0
2021,Libya,LBY,Hungary,HUN,7,0,0,,0,0
2021,Libya,LBY,Iceland,ISL,13,0,0,,0,0
2021,Libya,LBY,India,IND,8,6,0,,0,0
2021,Libya,LBY,Indonesia,IDN,15,11,0,,0,0
2021,Libya,LBY,Ireland,IRL,249,14,0,,0,0
2021,Libya,LBY,Italy,ITA,1114,206,0,,0,0
2021,Libya,LBY,Jordan,JOR,47,112,0,,0,5
2021,Libya,LBY,"Rep. of Korea",KOR,15,56,0,,0,0
2021,Libya,LBY,Libya,LBY,0,0,223949,,0,0
2021,Libya,LBY,Lebanon,LBN,9,17,0,,0,0
2021,Libya,LBY,Luxembourg,LUX,5,25,0,,0,0
2021,Libya,LBY,Mauritania,MRT,8,17,0,,0,0
2021,Libya,LBY,"Rep. of Moldova",MDA,5,0,0,,0,0
2021,Libya,LBY,Malaysia,MYS,11,6,0,,0,0
2021,Libya,LBY,Morocco,MAR,49,11,0,,0,0
2021,Libya,LBY,Malta,MLT,2851,204,0,,0,0
2021,Libya,LBY,Netherlands,NLD,265,63,0,,0,0
2021,Libya,LBY,Niger,NER,6,0,0,,0,0
2021,Libya,LBY,Norway,NOR,56,5,0,,0,0
2021,Libya,LBY,"New Zealand",NZL,21,0,0,,0,0
2021,Libya,LBY,Philippines,PHL,0,5,0,,0,0
2021,Libya,LBY,Poland,POL,21,0,0,,0,0
2021,Libya,LBY,Portugal,PRT,15,0,0,,0,0
2021,Libya,LBY,Romania,ROU,5,5,0,,0,0
2021,Libya,LBY,"Saudi Arabia",SAU,0,8,0,,0,0
2021,Libya,LBY,Spain,ESP,141,55,0,,0,0
2021,Libya,LBY,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,46,14,0,,0,0
2021,Libya,LBY,Slovakia,SVK,7,0,0,,0,0
2021,Libya,LBY,Sweden,SWE,328,62,0,,0,0
2021,Libya,LBY,Switzerland,CHE,303,36,0,,0,0
2021,Libya,LBY,"Syrian Arab Rep.",SYR,11,10,0,,0,0
2021,Libya,LBY,Tunisia,TUN,19,184,0,,0,41
2021,Libya,LBY,"United Arab Emirates",ARE,0,5,0,,0,0
2021,Libya,LBY,Ukraine,UKR,5,15,0,,0,0
2021,Libya,LBY,Uruguay,URY,5,0,0,,0,0
2021,Libya,LBY,"United States of America",USA,396,1869,0,,0,0
2021,Libya,LBY,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2021,"Saint Lucia",LCA,Canada,CAN,558,34,0,,0,0
2021,"Saint Lucia",LCA,France,FRA,5,0,0,,0,0
2021,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,26,40,0,,0,0
2021,"Saint Lucia",LCA,"United States of America",USA,5,23,0,,0,0
2021,Lebanon,LBN,Armenia,ARM,26,0,0,,0,0
2021,Lebanon,LBN,Australia,AUS,511,875,0,,0,0
2021,Lebanon,LBN,Austria,AUT,120,83,0,,0,0
2021,Lebanon,LBN,Belgium,BEL,104,155,0,,0,0
2021,Lebanon,LBN,Belarus,BLR,5,0,0,,0,0
2021,Lebanon,LBN,Brazil,BRA,412,1950,0,,0,0
2021,Lebanon,LBN,Bulgaria,BGR,31,0,0,,0,0
2021,Lebanon,LBN,Canada,CAN,1034,599,0,,0,0
2021,Lebanon,LBN,"Dem. Rep. of the Congo",COD,0,5,0,,0,0
2021,Lebanon,LBN,"Costa Rica",CRI,0,5,0,,0,0
2021,Lebanon,LBN,Cyprus,CYP,53,86,0,,0,0
2021,Lebanon,LBN,Czechia,CZE,5,0,0,,0,0
2021,Lebanon,LBN,Denmark,DNK,30,5,0,,0,0
2021,Lebanon,LBN,Ecuador,ECU,19,12,0,,0,0
2021,Lebanon,LBN,Finland,FIN,13,0,0,,0,0
2021,Lebanon,LBN,France,FRA,197,131,0,,0,0
2021,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,191,158,0,,0,0
2021,Lebanon,LBN,Georgia,GEO,6,27,0,,0,0
2021,Lebanon,LBN,Germany,DEU,1817,1786,0,,0,0
2021,Lebanon,LBN,Ghana,GHA,8,0,0,,0,0
2021,Lebanon,LBN,Greece,GRC,79,28,0,,0,0
2021,Lebanon,LBN,Hungary,HUN,5,0,0,,0,0
2021,Lebanon,LBN,Ireland,IRL,9,11,0,,0,0
2021,Lebanon,LBN,Iraq,IRQ,0,5,0,,0,0
2021,Lebanon,LBN,Italy,ITA,5,63,0,,0,0
2021,Lebanon,LBN,Jordan,JOR,5,104,0,,0,16
2021,Lebanon,LBN,Kuwait,KWT,0,5,0,,0,0
2021,Lebanon,LBN,Lebanon,LBN,0,0,0,,0,4634
2021,Lebanon,LBN,Luxembourg,LUX,5,10,0,,0,0
2021,Lebanon,LBN,Latvia,LVA,5,0,0,,0,0
2021,Lebanon,LBN,Mauritania,MRT,0,8,0,,0,0
2021,Lebanon,LBN,Malaysia,MYS,5,14,0,,0,0
2021,Lebanon,LBN,Morocco,MAR,5,25,0,,0,0
2021,Lebanon,LBN,Netherlands,NLD,110,52,0,,0,0
2021,Lebanon,LBN,Nigeria,NGA,5,31,0,,0,0
2021,Lebanon,LBN,Norway,NOR,25,0,0,,0,0
2021,Lebanon,LBN,Nauru,NRU,12,0,0,,0,0
2021,Lebanon,LBN,"New Zealand",NZL,0,5,0,,0,0
2021,Lebanon,LBN,Paraguay,PRY,0,5,0,,0,0
2021,Lebanon,LBN,Philippines,PHL,5,10,0,,0,0
2021,Lebanon,LBN,Poland,POL,0,9,0,,0,0
2021,Lebanon,LBN,Romania,ROU,5,0,0,,0,0
2021,Lebanon,LBN,"Russian Federation",RUS,6,0,0,,0,0
2021,Lebanon,LBN,"Saudi Arabia",SAU,0,13,0,,0,0
2021,Lebanon,LBN,Spain,ESP,30,95,0,,0,0
2021,Lebanon,LBN,Sweden,SWE,523,203,0,,0,0
2021,Lebanon,LBN,Switzerland,CHE,45,29,0,,0,0
2021,Lebanon,LBN,"Syrian Arab Rep.",SYR,23,6,0,,0,0
2021,Lebanon,LBN,"United Rep. of Tanzania",TZA,0,0,0,,0,5
2021,Lebanon,LBN,Togo,TGO,11,7,0,,0,0
2021,Lebanon,LBN,Tunisia,TUN,6,23,0,,0,0
2021,Lebanon,LBN,"United Arab Emirates",ARE,16,7,0,,0,15
2021,Lebanon,LBN,Ukraine,UKR,9,14,0,,0,0
2021,Lebanon,LBN,"United States of America",USA,371,1752,0,,0,0
2021,Lebanon,LBN,"Venezuela (Bolivarian Republic of)",VEN,12,0,0,,0,0
2021,Lesotho,LSO,Brazil,BRA,0,5,0,,0,0
2021,Lesotho,LSO,Canada,CAN,0,5,0,,0,0
2021,Lesotho,LSO,Ireland,IRL,0,5,0,,0,0
2021,Lesotho,LSO,Israel,ISR,0,7,0,,0,0
2021,Lesotho,LSO,"South Africa",ZAF,0,20,0,,0,0
2021,Lesotho,LSO,"United States of America",USA,6,0,0,,0,0
2021,Liechtenstein,LIE,Italy,ITA,0,8,0,,0,0
2021,"Sri Lanka",LKA,Egypt,EGY,0,5,0,,0,0
2021,"Sri Lanka",LKA,Argentina,ARG,36,0,0,,0,0
2021,"Sri Lanka",LKA,Australia,AUS,4072,2618,0,,0,0
2021,"Sri Lanka",LKA,Austria,AUT,68,25,0,,0,0
2021,"Sri Lanka",LKA,Belgium,BEL,266,37,0,,0,0
2021,"Sri Lanka",LKA,Benin,BEN,5,0,0,,0,0
2021,"Sri Lanka",LKA,Belarus,BLR,0,5,0,,0,0
2021,"Sri Lanka",LKA,Brazil,BRA,19,76,0,,0,0
2021,"Sri Lanka",LKA,Cambodia,KHM,0,5,0,,0,0
2021,"Sri Lanka",LKA,Canada,CAN,2439,1290,0,,0,0
2021,"Sri Lanka",LKA,Chile,CHL,5,0,0,,0,0
2021,"Sri Lanka",LKA,Cyprus,CYP,29,528,0,,0,0
2021,"Sri Lanka",LKA,Czechia,CZE,6,0,0,,0,0
2021,"Sri Lanka",LKA,Denmark,DNK,39,0,0,,0,0
2021,"Sri Lanka",LKA,"Dominican Rep.",DOM,0,5,0,,0,0
2021,"Sri Lanka",LKA,Ecuador,ECU,18,5,0,,0,0
2021,"Sri Lanka",LKA,Estonia,EST,5,0,0,,0,0
2021,"Sri Lanka",LKA,Finland,FIN,36,14,0,,0,0
2021,"Sri Lanka",LKA,France,FRA,23980,1166,0,,0,0
2021,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,5200,1608,0,,0,0
2021,"Sri Lanka",LKA,Georgia,GEO,0,10,0,,0,0
2021,"Sri Lanka",LKA,Germany,DEU,3617,698,0,,0,0
2021,"Sri Lanka",LKA,Greece,GRC,54,102,0,,0,0
2021,"Sri Lanka",LKA,Guinea,GIN,9,0,0,,0,0
2021,"Sri Lanka",LKA,"China, Hong Kong SAR",HKG,20,0,0,,0,0
2021,"Sri Lanka",LKA,Hungary,HUN,11,0,0,,0,0
2021,"Sri Lanka",LKA,Iceland,ISL,5,0,0,,0,0
2021,"Sri Lanka",LKA,"Cote d'Ivoire",CIV,5,0,0,,0,0
2021,"Sri Lanka",LKA,India,IND,92885,0,0,,0,0
2021,"Sri Lanka",LKA,Indonesia,IDN,399,69,0,,0,0
2021,"Sri Lanka",LKA,Ireland,IRL,24,10,0,,0,0
2021,"Sri Lanka",LKA,Israel,ISR,0,989,0,,0,0
2021,"Sri Lanka",LKA,Italy,ITA,344,206,0,,0,0
2021,"Sri Lanka",LKA,Jordan,JOR,8,5,0,,0,0
2021,"Sri Lanka",LKA,Japan,JPN,54,0,0,,0,0
2021,"Sri Lanka",LKA,Kenya,KEN,9,0,0,,0,0
2021,"Sri Lanka",LKA,"Rep. of Korea",KOR,8,237,0,,0,0
2021,"Sri Lanka",LKA,Kuwait,KWT,0,6,0,,0,0
2021,"Sri Lanka",LKA,Lebanon,LBN,0,7,0,,0,0
2021,"Sri Lanka",LKA,"Sri Lanka",LKA,0,0,11273,,0,0
2021,"Sri Lanka",LKA,Lithuania,LTU,10,7,0,,0,0
2021,"Sri Lanka",LKA,Luxembourg,LUX,5,0,0,,0,0
2021,"Sri Lanka",LKA,Latvia,LVA,5,0,0,,0,0
2021,"Sri Lanka",LKA,Mexico,MEX,20,28,0,,0,0
2021,"Sri Lanka",LKA,Malaysia,MYS,800,1082,0,,0,0
2021,"Sri Lanka",LKA,Morocco,MAR,0,5,0,,0,0
2021,"Sri Lanka",LKA,Malta,MLT,7,0,0,,0,0
2021,"Sri Lanka",LKA,Nepal,NPL,19,0,0,,0,0
2021,"Sri Lanka",LKA,Netherlands,NLD,353,29,0,,0,0
2021,"Sri Lanka",LKA,Nigeria,NGA,5,0,0,,0,0
2021,"Sri Lanka",LKA,Norway,NOR,57,0,0,,0,0
2021,"Sri Lanka",LKA,Nauru,NRU,74,12,0,,0,6
2021,"Sri Lanka",LKA,"New Zealand",NZL,45,47,0,,0,0
2021,"Sri Lanka",LKA,Pakistan,PAK,0,5,0,,0,0
2021,"Sri Lanka",LKA,Panama,PAN,0,7,0,,0,0
2021,"Sri Lanka",LKA,Paraguay,PRY,5,0,0,,0,0
2021,"Sri Lanka",LKA,Peru,PER,0,7,0,,0,0
2021,"Sri Lanka",LKA,Philippines,PHL,18,0,0,,0,0
2021,"Sri Lanka",LKA,"Papua New Guinea",PNG,10,0,0,,0,0
2021,"Sri Lanka",LKA,Poland,POL,11,8,0,,0,0
2021,"Sri Lanka",LKA,Portugal,PRT,31,0,0,,0,0
2021,"Sri Lanka",LKA,Romania,ROU,0,15,0,,0,0
2021,"Sri Lanka",LKA,"South Africa",ZAF,10,18,0,,0,0
2021,"Sri Lanka",LKA,Senegal,SEN,0,6,0,,0,0
2021,"Sri Lanka",LKA,Spain,ESP,70,30,0,,0,0
2021,"Sri Lanka",LKA,Eswatini,SWZ,5,0,0,,0,0
2021,"Sri Lanka",LKA,Sweden,SWE,27,36,0,,0,0
2021,"Sri Lanka",LKA,Switzerland,CHE,6069,725,0,,0,0
2021,"Sri Lanka",LKA,"Syrian Arab Rep.",SYR,0,5,0,,0,0
2021,"Sri Lanka",LKA,"Turks and Caicos Islands",TCA,8,5,0,,0,0
2021,"Sri Lanka",LKA,Thailand,THA,117,16,0,,0,0
2021,"Sri Lanka",LKA,Togo,TGO,0,5,0,,0,0
2021,"Sri Lanka",LKA,Ukraine,UKR,8,32,0,,0,0
2021,"Sri Lanka",LKA,"United States of America",USA,1048,2259,0,,0,0
2021,Lithuania,LTU,Belgium,BEL,5,0,0,,0,0
2021,Lithuania,LTU,Brazil,BRA,0,9,0,,0,0
2021,Lithuania,LTU,Canada,CAN,19,5,0,,0,0
2021,Lithuania,LTU,France,FRA,6,0,0,,0,0
2021,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,,0,0
2021,Lithuania,LTU,Germany,DEU,5,0,0,,0,0
2021,Lithuania,LTU,"Russian Federation",RUS,5,0,0,,0,0
2021,Lithuania,LTU,Sweden,SWE,0,7,0,,0,0
2021,Lithuania,LTU,"United States of America",USA,18,85,0,,0,0
2021,Latvia,LVA,Canada,CAN,58,11,0,,0,0
2021,Latvia,LVA,"Costa Rica",CRI,0,5,0,,0,0
2021,Latvia,LVA,France,FRA,32,0,0,,0,0
2021,Latvia,LVA,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,,0,0
2021,Latvia,LVA,Germany,DEU,6,5,0,,0,0
2021,Latvia,LVA,"Russian Federation",RUS,8,0,0,,0,0
2021,Latvia,LVA,Uruguay,URY,5,0,0,,0,0
2021,Latvia,LVA,"United States of America",USA,18,110,0,,0,0
2021,"China, Macao SAR",MAC,Brazil,BRA,0,28,0,,0,0
2021,"China, Macao SAR",MAC,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,,0,0
2021,"China, Macao SAR",MAC,"United States of America",USA,0,11,0,,0,0
2021,Madagascar,MDG,Belgium,BEL,0,5,0,,0,0
2021,Madagascar,MDG,Canada,CAN,21,27,0,,0,0
2021,Madagascar,MDG,France,FRA,243,244,0,,0,0
2021,Madagascar,MDG,Germany,DEU,0,16,0,,0,0
2021,Madagascar,MDG,Lebanon,LBN,0,5,0,,0,0
2021,Madagascar,MDG,Madagascar,MDG,0,0,0,,0,9
2021,Madagascar,MDG,Switzerland,CHE,5,0,0,,0,0
2021,Madagascar,MDG,"United States of America",USA,7,23,0,,0,0
2021,Martinique,MTQ,Qatar,QAT,0,5,0,,0,0
2021,Mauritania,MRT,Angola,AGO,323,5402,0,,0,0
2021,Mauritania,MRT,Austria,AUT,5,0,0,,0,0
2021,Mauritania,MRT,Belgium,BEL,258,182,0,,0,0
2021,Mauritania,MRT,Brazil,BRA,58,243,0,,0,0
2021,Mauritania,MRT,Canada,CAN,186,194,0,,0,0
2021,Mauritania,MRT,Cameroon,CMR,5,0,0,,0,0
2021,Mauritania,MRT,Congo,COG,5,45,0,,0,0
2021,Mauritania,MRT,France,FRA,6074,1183,0,,0,0
2021,Mauritania,MRT,Gabon,GAB,6,0,0,,0,0
2021,Mauritania,MRT,"United Kingdom of Great Britain and Northern Ireland",GBR,6,5,0,,0,0
2021,Mauritania,MRT,Germany,DEU,61,84,0,,0,0
2021,Mauritania,MRT,Greece,GRC,66,5,0,,0,0
2021,Mauritania,MRT,Croatia,HRV,5,0,0,,0,0
2021,Mauritania,MRT,"Cote d'Ivoire",CIV,0,5,0,,0,0
2021,Mauritania,MRT,Italy,ITA,277,6,0,,0,0
2021,Mauritania,MRT,Luxembourg,LUX,0,5,0,,0,0
2021,Mauritania,MRT,Mexico,MEX,0,62,0,,0,0
2021,Mauritania,MRT,Mali,MLI,15106,0,0,,0,0
2021,Mauritania,MRT,Morocco,MAR,7,12,0,,0,0
2021,Mauritania,MRT,Netherlands,NLD,5,5,0,,0,0
2021,Mauritania,MRT,Norway,NOR,5,0,0,,0,0
2021,Mauritania,MRT,Senegal,SEN,14196,77,0,,0,0
2021,Mauritania,MRT,Spain,ESP,18,170,0,,0,0
2021,Mauritania,MRT,Sweden,SWE,13,0,0,,0,0
2021,Mauritania,MRT,Switzerland,CHE,8,0,0,,0,0
2021,Mauritania,MRT,Tunisia,TUN,0,5,0,,0,0
2021,Mauritania,MRT,"United States of America",USA,927,1146,0,,0,0
2021,"North Macedonia",MKD,Argentina,ARG,9,0,0,,0,0
2021,"North Macedonia",MKD,Australia,AUS,5,47,0,,0,0
2021,"North Macedonia",MKD,Austria,AUT,15,10,0,,0,0
2021,"North Macedonia",MKD,Belgium,BEL,118,40,0,,0,0
2021,"North Macedonia",MKD,Brazil,BRA,6,5,0,,0,0
2021,"North Macedonia",MKD,"Bosnia and Herzegovina",BIH,0,5,0,,0,0
2021,"North Macedonia",MKD,Canada,CAN,19,11,0,,0,0
2021,"North Macedonia",MKD,Denmark,DNK,0,5,0,,0,0
2021,"North Macedonia",MKD,France,FRA,398,33,0,,0,0
2021,"North Macedonia",MKD,"United Kingdom of Great Britain and Northern Ireland",GBR,17,11,0,,0,0
2021,"North Macedonia",MKD,Germany,DEU,628,679,0,,0,0
2021,"North Macedonia",MKD,Greece,GRC,0,5,0,,0,0
2021,"North Macedonia",MKD,Iceland,ISL,5,5,0,,0,0
2021,"North Macedonia",MKD,Israel,ISR,0,26,0,,0,0
2021,"North Macedonia",MKD,Italy,ITA,6,46,0,,0,0
2021,"North Macedonia",MKD,Malta,MLT,5,0,0,,0,0
2021,"North Macedonia",MKD,Spain,ESP,0,10,0,,0,0
2021,"North Macedonia",MKD,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,0,,0,5
2021,"North Macedonia",MKD,Sweden,SWE,42,29,0,,0,0
2021,"North Macedonia",MKD,Switzerland,CHE,154,17,0,,0,0
2021,"North Macedonia",MKD,"United States of America",USA,104,250,0,,0,0
2021,"Rep. of Moldova",MDA,Austria,AUT,22,16,0,,0,0
2021,"Rep. of Moldova",MDA,Belgium,BEL,5,17,0,,0,0
